Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,2. Situación laboral actual - Otro - Texto,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Otra - Texto,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
12/04/2023 20:08,12/04/2023 20:13,IP Address,201.162.168.204,100,288,True,12/04/2023 20:13,R_1JCIESLsYrsy1Lm,,,,,19.4342,-99.0559,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Mujer,Entre 31 y 40 años,Tanto con familiares como  con vecinos,Salarios que pagan los familiares o amigos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Por un pérdida de empleo entre los miembros del hogar,Cuando me entero que hay una modificación en los salarios mínimos,"Acepta o rechaza la propuesta de trabajo que usted le hace,Negocia con usted el salario a recibir",De forma irregular,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Tareas que puede realizar,Personalidad y apariencia,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas,Recomendaciones de vecinos​","Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si lleva trabajando varios años con usted,Si la empleada fuera de tiempo completo"
12/04/2023 20:17,12/04/2023 20:24,IP Address,189.172.243.209,100,424,True,12/04/2023 20:24,R_XsV7kdSn778LlIt,,,,,20.975,-89.6128,anonymous,ES,Clase media-alta,Quehaceres del hogar,,Profesionista o técnico especializado,Otra ciudad,Mérida,Entre el 3.1 y el 5%,Licenciatura,Mujer,Entre 51 y 60,Tanto con familiares como  con vecinos,Salarios que pagan los familiares o amigos,,Usted,No lo sabe,Vinculado  a su antigüedad,"Es confiable,Es respetuosa",Por desconfianza,"Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Ella sugiere su salario,Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas",Combina esquemas,Dos,"Una o más comidas al día,Alojamiento,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","No, porque no brindan un buen servicio","Si los trámites son sencillos,Si no tuviera que pagar la cuota patronal correspondiente,Si la empleada fuera de tiempo completo"
12/04/2023 20:23,12/04/2023 20:29,IP Address,177.226.132.36,100,345,True,12/04/2023 20:29,R_2CNaQK6GiT0Ylsp,,,,,19.1264,-98.2303,anonymous,ES,Ninguna de las anteriores,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Mujer,Entre 31 y 40 años,"Si, pero solo cuando se trata de vecinos",Ingresos de los miembros del hogar,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,"De forma irregular,Cuando contrata a una nueva empleada","Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas","Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Dos,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo","No, porque no me alcanza para pagarlo","A cambio de reducir su salario,Si lleva trabajando varios años con usted"
12/04/2023 20:55,12/04/2023 21:03,IP Address,201.113.53.147,100,447,True,12/04/2023 21:03,R_2S8JyTKC4bxtXJh,,,,,16.8725,-99.9018,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 9.1 y 11 %,Licenciatura,Mujer,Entre 31 y 40 años,Tanto con familiares como  con vecinos,Otra,,Ambos,No lo sabe,Justo en tanto que es lo que usted puede pagar,"Es confiable,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo","Si, porque cobija a mis empleadas",Si la empleada fuera de tiempo completo
12/04/2023 21:23,12/04/2023 21:29,IP Address,189.164.250.41,100,368,True,12/04/2023 21:29,R_1QswNDfNPedSZdy,,,,,19.0436,-98.1981,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 9.1 y 11 %,Licenciatura,Mujer,Más de 61 años,Tanto con familiares como  con vecinos,Salarios que pagan los vecinos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Realiza tareas diversas (cocina, plancha, etc.)","Por una caída en los ingresos del hogar,Por desconfianza",Cuando no logra encontrar a la empleada de su conveniencia,Acepta o rechaza la propuesta de trabajo que usted le hace,Cuando contrata a una nueva empleada,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Aguinaldo,Vacaciones con goce de sueldo","No, porque no me alcanza para pagarlo",Si la empleada fuera de tiempo completo
13/04/2023 00:26,13/04/2023 00:35,IP Address,104.28.50.20,100,549,True,13/04/2023 00:35,R_UfPzTyRLIGlnNZv,,,,,19.4326,-99.1332,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 9.1 y 11 %,Licenciatura,Hombre,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,"Relacionado a sus cualificaciones y desempeño laboral,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)","Por una caída en los ingresos del hogar,Por desconfianza,Por incompetencia",Cuando los salarios que pagan los vecinos se incrementan o se reducen,"Acepta o rechaza la propuesta de trabajo que usted le hace,Negocia con usted el salario a recibir",Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares","Su edad,Recomendaciones de conocidos,Tareas que puede realizar,Personalidad y apariencia,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte","No, porque no me alcanza para pagarlo","Si los trámites son sencillos,Sin condicionamiento alguno,Si lleva trabajando varios años con usted,Si me obligan por ley,Si no tuviera que pagar la cuota patronal correspondiente,Si la empleada fuera de tiempo completo"
13/04/2023 08:10,13/04/2023 08:16,IP Address,187.189.213.244,100,373,True,13/04/2023 08:16,R_DzSkIiYJC8HtUfT,,,,,19.335,-99.0914,anonymous,ES,Clase alta,Empleado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Hombre,Entre 41 y 50 años,Nunca tocamos ese tema,Salario mínimo,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Realiza en tiempo y forma las tareas asignadas,Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido",Tareas que puede realizar,Ninguna,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Una o más comidas al día,Alojamiento,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas","Si los trámites son sencillos,Sin condicionamiento alguno,Si me obligan por ley"
13/04/2023 09:58,13/04/2023 10:10,IP Address,189.131.221.17,100,707,True,13/04/2023 10:10,R_xixt26rdaNAIkTv,,,,,19.3561,-99.1725,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 7.1 y el 9%,Posgrado,Hombre,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los familiares o amigos,Salario mínimo",,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Es respetuosa",Nunca ha ocurrido,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada","Negocia con usted el salario a recibir,Ella establece los días, horas y el horario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de ex-empleadas,Recomendaciones verbales de familiares de la empleada","Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Dos,"Una o más comidas al día,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes,Préstamos personales","Si, porque cobija a mis empleadas",Si los trámites son sencillos
13/04/2023 10:16,13/04/2023 10:25,IP Address,200.68.186.92,100,560,True,13/04/2023 10:25,R_3NKAHW7EOiuUrag,,,,,19.4326,-99.1332,anonymous,ES,Clase media-alta,Empleado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 31 y 40 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es dedicada,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Por incompetencia,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Vacaciones con goce de sueldo","Si, porque cobija a mis empleadas",Si los trámites son sencillos
13/04/2023 10:25,13/04/2023 10:34,IP Address,187.190.167.226,100,523,True,13/04/2023 10:34,R_1IrW5bhb5RoTUx6,,,,,19.4326,-99.1332,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 1 y el 3 %,Posgrado,Hombre,Más de 61 años,Tanto con familiares como  con vecinos,Otra,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Por incompetencia,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Ella sugiere su salario,Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
13/04/2023 10:32,13/04/2023 10:39,IP Address,177.232.84.24,100,435,True,13/04/2023 10:39,R_DnGiqXYZC5uxJeN,,,,,20.6311,-100.3744,anonymous,ES,Clase alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Mujer,Entre 51 y 60,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los vecinos,Salarios que pagan los familiares o amigos",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Relacionado a sus cualificaciones y desempeño laboral,Vinculado  a su antigüedad","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,"Cuando los salarios que pagan los vecinos se incrementan o se reducen,Cuando me entero que hay una modificación en los salarios mínimos",Negocia con usted el salario a recibir,"De forma irregular,Cuando contrata a una nueva empleada","Le pregunto a vecinos, amigos o familiares,Me apoyo en una agencia de empleo","Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas",Si los trámites son sencillos
13/04/2023 10:39,13/04/2023 10:42,IP Address,200.63.41.190,100,185,True,13/04/2023 10:42,R_2b44ai7pzzpliCc,,,,,19.441,-99.1421,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Hombre,Entre 18 y 30 años,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,Cuando no logra encontrar a la empleada de su conveniencia,Negocia con usted el salario a recibir,De forma irregular,Pongo anuncios,Recomendaciones de desconocidos,Cartas de recomendación de desconocidos,No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"No, porque la empleada no lo valora",Si la empleada fuera de tiempo completo
13/04/2023 10:40,13/04/2023 10:50,IP Address,177.226.238.196,100,596,True,13/04/2023 10:50,R_1JLo7XeuMYR39NH,,,,,19.0631,-98.2217,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Mujer,Entre 51 y 60,Nunca tocamos ese tema,Ingresos de los miembros del hogar,,Ambos,No lo sabe,Vinculado  a su antigüedad,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Negocia con usted el salario a recibir,Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares",Experiencia laboral,Ninguna,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,IMSS,Aguinaldo,Vacaciones con goce de sueldo","Si, porque cobija a mis empleadas",Si los trámites son sencillos
13/04/2023 11:06,13/04/2023 11:17,IP Address,189.131.71.236,100,658,True,13/04/2023 11:17,R_2BnUyIBgh0TmCcX,,,,,19.3523,-99.2049,anonymous,ES,Clase media-alta,Jubilado o Pensionado,,Profesionista o técnico especializado,Ciudad de México o área conurbada,,Entre el 7.1 y el 9%,Licenciatura,Hombre,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Inflación observada en los últimos meses,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Relacionado a sus cualificaciones y desempeño laboral","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)",Por desconfianza,"Cuando considero que los salarios se han estancado en relación con la inflación  observada,Cuando no logra encontrar a la empleada de su conveniencia","Acepta o rechaza la propuesta de trabajo que usted le hace,Ella sugiere su salario",Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar,Personalidad y apariencia","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​","Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"IMSS,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales,Apoyos educativos","No, porque no brindan un buen servicio,Si, porque cobija a mis empleadas","Si los trámites son sencillos,Si me obligan por ley"
13/04/2023 11:06,13/04/2023 11:47,IP Address,201.141.110.10,100,2438,True,13/04/2023 11:47,R_3KNICAX3ZEvgKMP,,,,,19.4326,-99.1332,anonymous,ES,Clase media-baja,Desempleado,,Trabajador en actividades elementales y de apoyo,Otra ciudad,,Entre el 1 y el 3 %,Primaria,Otro,Más de 61 años,Nunca tocamos ese tema,Otra,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Es confiable,Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,Le pregunto a trabajadores conocido,Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,IMSS,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
13/04/2023 11:06,13/04/2023 11:12,IP Address,187.190.154.4,100,337,True,13/04/2023 11:12,R_O9ikwB9hxpfeglb,,,,,19.4326,-99.1332,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 3.1 y el 5%,Posgrado,Mujer,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Por desconfianza,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,Me buscan y ofrecen sus servicios,Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Vacaciones con goce de sueldo,Préstamos personales","No, porque no me alcanza para pagarlo",Si no tuviera que pagar la cuota patronal correspondiente
